EXV1.DE_log_returns,EXV2.DE_log_returns,EXV3.DE_log_returns,EXV5.DE_log_returns,EXV6.DE_log_returns,EXV1.DE_log_volume_change,EXV2.DE_log_volume_change,EXV3.DE_log_volume_change,EXV5.DE_log_volume_change,EXV6.DE_log_volume_change,CL=F_log_returns,GC=F_log_returns,CL=F_log_volume_change,GC=F_log_volume_change,log_change_eu_hcpi,eu_interest_rates_z_score,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
-0.011657109266945218,-0.001659453866628135,0.00106460449568601,-0.018531272483607305,-0.010385583223593398,1.3220262826629028,0.25597937197744974,4.518049998497568,1.224688218862047,3.1759026564198742,0.04056480047517171,0.01710389008364776,1.8573149729876015,1.374413033233138,0.0009979044835690674,-0.05750193290641999,0,0,0,0,0,1,0,0,0,0,0,0
-0.02152675816375105,-0.008005461016068579,0.00706986918023553,0.007492319524184575,0.02066361819430358,-1.9406648694733004,-0.6850418959060057,-4.9433964771595615,-1.8109531097193172,-1.0047380818421232,0.0032684201916135997,0.032822747664160386,-0.26678568129809155,0.3564757209078912,0.0009979044835690674,-0.05750193290641999,0,0,0,0,0,1,0,0,0,0,0,0
-0.0315436959478695,-0.005036375005616763,-0.021720762477707566,-0.020886902451738975,-0.008597612264922106,0.9719618947609625,1.0396622043400086,3.9457140931907833,1.6509980176790178,-0.3812960012520447,-0.014272582866522134,0.0021251137930971323,-0.048384122128533276,0.14554632459133998,0.0009979044835690674,-0.05750193290641999,0,0,0,0,0,1,0,0,0,0,0,0
0.012288579319606549,0.0006730036275267398,0.024183092840019103,0.021269388494823877,0.0527911810464482,0.33178353969551766,-0.5443164957143986,-0.16745658696180407,-1.039379902429032,0.8287819713011814,-0.016015598204000028,0.0010608657516221077,-0.08746020095887516,-0.8522673152450869,-0.005200011717380938,-0.08371708778595388,0,0,0,0,0,0,1,0,0,0,0,0
-0.04017851204187743,-0.030739995529962174,-0.03613321007846277,-0.03921336744153571,-0.02371468082796046,1.274161943318324,0.9290911582776666,0.5540282112481935,0.7960876431783999,1.1248179852910374,-0.0315316838356884,0.012493558633006526,0.3485486193934309,-1.425703593455557,-0.005200011717380938,-0.08371708778595388,0,0,0,0,0,0,1,0,0,0,0,0
0.012132425271094946,0.010418584155198685,0.02470504256917739,-0.0026251170936941464,0.028946971091358263,0.15757346722833201,-1.9777634257171113,2.6762891804694164,0.545452768832926,1.2796772055216237,0.022554353130801667,-0.021012071771072605,0.10975462962347468,0.7650117417895894,-0.005200011717380938,-0.08371708778595388,0,0,0,0,0,0,1,0,0,0,0,0
0.030292837281769933,0.014871303845335325,0.010333042224860685,-0.008997827930986057,0.03641671760222937,-0.9965224293975099,0.6029785365176248,-3.0476469902386216,-1.3536996724668224,-1.0138000990992717,-0.010135560386204261,-0.004670203915381928,-0.17952347965534254,-2.9389794569615413,-0.005200011717380938,-0.08371708778595388,0,0,0,0,0,0,1,0,0,0,0,0
-0.03018857137046536,-0.0215136577036467,-0.020050442270682624,-0.05858521614580923,-0.04423115549759628,-0.496898207691202,-0.24511303458002984,-1.0297662843217354,0.8520302411337761,0.37455654075575484,-0.04211253079577828,-0.0073170120255529264,0.1728959882607567,8.958526804367642,0.0010021045031411038,-0.09342358675039744,0,0,0,0,0,0,0,1,0,0,0,0
-0.02418658102986496,-0.036068976447674095,-0.0156737156576308,-0.03254287396522461,-0.0032357012044176817,-0.1690649865897621,1.6056035899719827,0.923181216237813,1.6735865479150684,-0.20735928814962393,-0.00235253756507534,0.011758098060088934,-0.05244949304292761,-4.236646955516553,0.0010021045031411038,-0.09342358675039744,0,0,0,0,0,0,0,1,0,0,0,0
0.012849573913202832,0.015873322833525202,0.010597365865690529,0.007174820073206063,0.00438864908798943,-0.06838663096184011,-1.6967301933030399,0.178895056906295,-2.716150935433497,-1.0974080375601514,-0.0030769568046334138,-0.0033672828732415217,0.07292861849804107,-0.8528363360832177,0.0010021045031411038,-0.09342358675039744,0,0,0,0,0,0,0,1,0,0,0,0
0.027210129668613428,0.02299799877423178,0.034652506461904695,0.03663081453248374,-0.007634597988602257,-0.0507541323169532,-0.1451300762453023,1.2961928008664603,1.0589779950299316,-0.22205575568644692,-0.038748270960535715,-0.0200541153385276,-0.4209448247423578,-0.37044826787090557,0.0010021045031411038,-0.09342358675039744,0,0,0,0,0,0,0,1,0,0,0,0
0.020596359127040886,0.01630537694219146,0.016368139157767907,0.0006459550064513779,-0.00023221142624894677,1.184112863134382,0.8918302401005735,-1.8724681075642677,0.474682838203993,0.18391528629490791,0.02436698324725667,0.0056154204442290315,0.10058744084464723,0.7553040879264067,0.0010021045031411038,-0.09342358675039744,0,0,0,0,0,0,0,1,0,0,0,0
0.030824887550641406,0.004463554868107384,0.011676088595094579,0.036974755653629024,0.012465543573162112,0.026744919229952743,-1.597962822077572,0.12145635099038911,0.3505448540689201,0.6781053023404529,-0.028218497644127708,-0.015676758766367208,0.13669148567822456,-0.7418393583494057,0.0031001574907098387,-0.16149600970297406,0,0,0,0,0,0,0,0,1,0,0,0
-0.012314864102836212,-0.008947321028638206,0.00612627893406972,-0.02861553565539621,-0.02391267076428746,-0.8626941777599235,-0.08054603894235832,0.793861559015836,-1.394607443681977,-0.2779080805286176,-0.010993905577820217,-0.028771486817307547,0.3158663862998469,-1.9095425048844386,0.0031001574907098387,-0.16149600970297406,0,0,0,0,0,0,0,0,1,0,0,0
